"Action","Receipt Date","Type","Application Number","Bank Name","Branch Name","Branch Address","City","State","County"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313246","OceanFirst Bank, NA","Collingswood","627 HADDON AV","COLLINGSWOOD","NJ","Camden"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313157","PNC Bank NA","Colonial","1715 W. MT. HOPE","LANSING","MI","Ingham"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313219","OceanFirst Bank, NA","Colts Neck","400 Route 34 North","Colts Neck","NJ","Monmouth"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-CE-BranchClosing-314488","TCF NB","Cooper & Ray","INTERSECTION COOPER & RAY, LOT 1, COOPER CROSSING SHPNG CTR","CHANDLER","AZ","Maricopa"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313238","OceanFirst Bank, NA","Cranford","245-249 North Avenue West","Cranford","NJ","Union"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-314641","City NB of West Virginia","Cynthiana Downtown Branch","101 East Pike Street","Cynthiana","KY","Harrison"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313217","OceanFirst Bank, NA","Eastpointe Shopping Plaza, 2345 Highway 36","2345 Highway 36","Atlantic Highlands","NJ","Monmouth"
"Approved",2020-05-15,"Branch Establishment","2020-LB-BranchNew-314259","JPMorgan Chase Bank, NA","Fairway","NWC Shawnee Mission Pkwy aka US Hwy 169 and Norwood St","Fairway","KS","Johnson"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313239","OceanFirst Bank, NA","Fanwood","328 South Avenue","Fanwood","NJ","Union"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313158","PNC Bank NA","Finksburg","2926 Baltimore Blvd","FINKSBURG","MD","Carroll"
"Approved",2020-05-15,"Branch Establishment","2020-LB-BranchNew-314244","Bank of America, NA","Foothill Village","1414 Foothill Drive #5","Salt Lake City","UT","Salt Lake"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313159","PNC Bank NA","Fort Pierce Indian River","603 NORTH INDIAN RIVER DRIVE","FORT PIERCE","FL","St. Lucie"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313236","OceanFirst Bank, NA","Freehold","31 East Main Street","Freehold","NJ","Monmouth"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313160","PNC Bank NA","Greenspring","10801 FALLS ROAD","LUTHERVILLE","MD","Baltimore"
"Receipt",2020-05-15,"Branch Establishment","2020-LB-BranchNew-314539","Bank of America, NA","Hamburg Place","1808 Alysheba Way","Lexington","KY","Fayette"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313161","PNC Bank NA","Laurel Lake Office","200 LAUREL LAKE DRIVE","HUDSON","OH","Summit"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313244","OceanFirst Bank, NA","Medford Office","99 HARTFORD RD","MEDFORD","NJ","Burlington"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313167","PNC Bank NA","Media Branch","1114 W State St","Media","PA","Delaware"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313245","OceanFirst Bank, NA","Ocean City Home Bk - Egg Harbor City Office","801 White Horse Pike","Egg Harbor City","NJ","Atlantic"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313243","OceanFirst Bank, NA","Ocean City Home Bk - Ventnor Branch","6302 Ventnor Avenue","Ventnor","NJ","Atlantic"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313241","OceanFirst Bank, NA","OceanFirst Bk - 73 Broad Street Branch","110 West Front Street","Red Bank","NJ","Monmouth"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313242","OceanFirst Bank, NA","Oceanfirst Bk - Long Branch","52 Centennial Drive","Long Branch","NJ","Monmouth"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313166","PNC Bank NA","Pocono Pines Office","1950 ROUTE 940","POCONO PINES","PA","Monroe"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313168","PNC Bank NA","Prospect","401 SOUTH JEFFERSON STREET-PROSPECT PLAZA SHOPPING CENTER","FREDERICK","MD","Frederick"
"Receipt",2020-05-15,"Branch Establishment","2020-NE-BranchNew-314537","Virginia NB","Roseneath Office","1401 Roseneath Road","Richmond","VA","Richmond City"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313237","OceanFirst Bank, NA","Sea Girt","1314 Sea Girt Avenue","Sea Girt","NJ","Monmouth"
"Receipt",2020-05-15,"Branch Establishment","2020-LB-BranchNew-314541","JPMorgan Chase Bank, NA","Sewickley","NWC Beaver Street and Broad Street","Sewickley","PA","Allegheny"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-NE-BranchClosing-313205","OceanFirst Bank, NA","Shrewsbury Branch","490-B Shrewsbury Plaza","Shrewsbury","NJ","Monmouth"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-CE-BranchClosing-314548","TCF NB","Signal Butte & Southern Branch","1130 SOUTH SIGNAL BUTTE DRIVE","MESA","AZ","Maricopa"
"Approved",2020-05-15,"Branch Establishment","2020-LB-BranchNew-314260","JPMorgan Chase Bank, NA","Skyland Town Center","NEC Alabama Avenue SE and Good Hope Road SE","Washington","DC","District of Columbia"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-CE-BranchClosing-314547","TCF NB","Stapley & Mckellips Branch","NWC STAPLEY DRIVE & MCKELLIPS ROAD","MESA","AZ","Maricopa"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313169","PNC Bank NA","Sunbury Plaza","5939 SUNBURY","WESTERVILLE","OH","Franklin"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-CE-BranchClosing-314546","TCF NB","Tempe Marketplace Branch","11 SOUTH MCCLINTOCK DRIVE","TEMPE","AZ","Maricopa"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313170","PNC Bank NA","Twin Rivers","620 Route 33 E","EAST WINDSOR","NJ","Middlesex"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313171","PNC Bank NA","Tyler Center","12609 TAYLORSVILLE ROAD","LOUISVILLE","KY","Jefferson"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313218","PNC Bank NA","Vicksburg","119 NORTH MAIN STREET","VICKSBURG","MI","Kalamazoo"
"Consummated/Effective",2020-05-15,"Branch Closings","2020-LB-BranchClosing-313220","PNC Bank NA","Wadesboro","1109 E Caswell Street","Wadesboro","NC","Anson"
"Consummated/Effective",2020-05-18,"Business Combinations","2019-CE-Combination-311833","FCN Bank NA"," "," "," "," "," "
"Receipt",2020-05-18,"Subsidiaries & Equities","2020-SO-Subs&Equities-314598","Yoakum NB"," "," "," "," "," "
"Receipt",2020-05-18,"Branch Closings","2020-CE-BranchClosing-314544","TCF NB","35th & Southern Branch","6020 SOUTH 35TH AVENUE","PHOENIX","AZ","Maricopa"
"Receipt",2020-05-18,"Branch Closings","2020-CE-BranchClosing-314545","TCF NB","60th and Greenfield Branch","4330 EAST JUANITA AVENUE","MESA","AZ","Maricopa"
"Receipt",2020-05-18,"Branch Closings","2020-CE-BranchClosing-314491","TCF NB","75th & Cactus Road Branch","7550 WEST CACTUS ROAD","PEORIA","AZ","Maricopa"
"Consummated/Effective",2020-05-18,"Relocation","2020-LB-Relocation-312643","Citizens Bank, NA","Bloomfield","4701 Liberty Avenue","Pittsburgh","PA","Allegheny"
"Consummated/Effective",2020-05-18,"Branch Establishment","2019-CE-BranchNew-310370","Old NB","Brooklyn Center MN Branch","5920 Brooklyn Boulevard","Brooklyn Center","MN","Hennepin"
"Receipt",2020-05-18,"Branch Closings","2020-CE-BranchClosing-314488","TCF NB","Cooper & Ray","INTERSECTION COOPER & RAY, LOT 1, COOPER CROSSING SHPNG CTR","CHANDLER","AZ","Maricopa"
"Consummated/Effective",2020-05-18,"Branch Closings","2019-LB-BranchClosing-307926","Wells Fargo Bank, N.A.","Decatur","250 E. PONCE DE LEON AVENUE","DECATUR","GA","Dekalb"
"Consummated/Effective",2020-05-18,"Relocation","2019-LB-Relocation-307895","Wells Fargo Bank, N.A.","Decatur","250 E. PONCE DE LEON AVENUE","DECATUR","GA","Dekalb"
"Receipt",2020-05-18,"Branch Closings","2020-CE-BranchClosing-314548","TCF NB","Signal Butte & Southern Branch","1130 SOUTH SIGNAL BUTTE DRIVE","MESA","AZ","Maricopa"
"Receipt",2020-05-18,"Branch Closings","2020-CE-BranchClosing-314547","TCF NB","Stapley & Mckellips Branch","NWC STAPLEY DRIVE & MCKELLIPS ROAD","MESA","AZ","Maricopa"
"Receipt",2020-05-18,"Branch Closings","2020-CE-BranchClosing-314546","TCF NB","Tempe Marketplace Branch","11 SOUTH MCCLINTOCK DRIVE","TEMPE","AZ","Maricopa"
"Approved",2020-05-18,"Branch Establishment","2020-CE-BranchNew-313685","First NB of Kentucky","Warsaw Branch","300 West Main Street","Warsaw","KY","Gallatin"
"Approved",2020-05-18,"Branch Establishment","2020-CE-BranchNew-314230","Wintrust Bank, NA","Wintrust Bank - Ogden Commons","2642 W. Ogden Ave.","Chicago","IL","Cook"
"Approved",2020-05-19,"5.53 Substantial Change in Assets","2020-CE-5.53-314051","Neighborhood NB"," "," "," "," "," "
"Withdrawn",2020-05-19,"Business Combinations","2020-CE-Combination-313492","Nicolet NB"," "," "," "," "," "
"Approved",2020-05-19,"Business Combinations","2020-CE-Combination-314178","Nicolet NB"," "," "," "," "," "
"Approved",2020-05-19,"Relocation","2020-LB-Relocation-314223","PNC Bank NA","5th Avenue Naples","405 FIFTH AVENUE SOUTH, SUITE 405A","NAPLES","FL","Collier"
"Approved",2020-05-19,"215a-3: Mergers with Non-Bank Affiliates","2020-CE-215a3-314052","Neighborhood NB","Aitkin Branch","15 MINNESOTA AVENUE SOUTH","AITKIN","MN","Aitkin"
"Approved",2020-05-19,"215a-3: Mergers with Non-Bank Affiliates","2020-CE-215a3-314052","Neighborhood NB","Alexandria","803 North Nokomis NE","Alexandria","MN","Douglas"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313054","JPMorgan Chase Bank, NA","Broadway & 10th Street Banking Center","785 BROADWAY","NEW YORK","NY","New York"
"Receipt",2020-05-19,"Branch Closings","2020-SO-BranchClosing-314599","Seacoast NB","Central Avenue Branch","965 Central Avenue","Saint Petersburg","FL","Pinellas"
"Receipt",2020-05-19,"Relocation","2020-CE-Relocation-314556","Old NB","Columbus Main Branch","501 Washington Street","Columbus","IN","Bartholomew"
"Approved",2020-05-19,"Branch Establishment","2020-LB-BranchNew-314273","JPMorgan Chase Bank, NA","Connecticut Avenue and Porter Street","SEC Connecticut Avenue NW and Porter Street NW","Washington","DC","District of Columbia"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313323","Capital One, NA","Dulles Town Crossing","45545 DULLES EASTERN PLAZA","STERLING","VA","Loudoun"
"Receipt",2020-05-19,"Relocation","2020-SO-Relocation-314557","Commercial Bank of Texas, NA","Gaslight Branch","1873 WEST FRANK STREET","LUFKIN","TX","Angelina"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313103","Bank of America, NA","Golden Ring Mall","8663 PHILADELPHIA ROAD","BALTIMORE","MD","Baltimore"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313334","Capital One, NA","Greenpoint","807 MANHATTAN AVENUE","BROOKLYN","NY","Kings"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313335","Capital One, NA","Hauppauge 347","99 SMITHTOWN BYPASS","HAUPPAUGE","NY","Suffolk"
"Approved",2020-05-19,"Branch Establishment","2020-LB-BranchNew-314274","JPMorgan Chase Bank, NA","Mall 205","NEC SE Stark Street and SE 103rd Drive","Portland","OR","Multnomah"
"Approved",2020-05-19,"215a-3: Mergers with Non-Bank Affiliates","2020-CE-215a3-314052","Neighborhood NB","Mora Branch","710 FRANKIE LANE","MORA","MN","Kanabec"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313326","Capital One, NA","Old Keene Mill","8436 OLD KEENE MILL ROAD","SPRINGFIELD","VA","Fairfax"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313339","Capital One, NA","Park & 59th","502 PARK AVENUE","NEW YORK","NY","New York"
"Approved",2020-05-19,"215a-3: Mergers with Non-Bank Affiliates","2020-CE-215a3-314052","Neighborhood NB","Peoples National Bank","601 WEST WASHINGTON STREET","BRAINERD","MN","Crow Wing"
"Approved",2020-05-19,"215a-3: Mergers with Non-Bank Affiliates","2020-CE-215a3-314052","Neighborhood NB","Peoples National Bank of Mora Branch","5481 ST. CROIX TRAIL","NORTH BRANCH","MN","Chisago"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313319","Capital One, NA","Pineville East Branch","HIGHWAY 28 EAST","PINEVILLE","LA","Rapides"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313338","Capital One, NA","Rutherford Center","74 PARK AVENUE","RUTHERFORD","NJ","Bergen"
"Receipt",2020-05-19,"Branch Closings","2020-LB-BranchClosing-314565","JPMorgan Chase Bank, NA","Sacramento - Arden Way","1950 ARDEN WAY, 1ST FLR","SACRAMENTO","CA","Sacramento"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313275","U.S. Bank NA","St. James Office","120 WEST ELDON STREET","ST. JAMES","MO","Phelps"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313327","Capital One, NA","Stone Road Village","5613 STONE ROAD","CENTREVILLE","VA","Fairfax"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313340","Capital One, NA","Thompson & Bleecker","154 BLEEKER STREET","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-19,"Branch Closings","2020-LB-BranchClosing-313341","Capital One, NA","Tottenville","240 PAGE AVENUE","STATEN ISLAND","NY","Richmond"
"Receipt",2020-05-20,"Branch Establishment","2020-NE-BranchNew-314583","First NB of Pennsylvania","Asheville Branch","One Town Square Boulevard, Suite 160","Asheville","NC","Buncombe"
"Withdrawn",2020-05-20,"Branch Establishment","2020-NE-BranchNew-314583","First NB of Pennsylvania","Asheville Branch","One Town Square Boulevard, Suite 160","Asheville","NC","Buncombe"
"Receipt",2020-05-20,"Branch Establishment","2020-NE-BranchNew-314586","First NB of Pennsylvania","Biltmore Park Office","One Town Square Boulevard","Asheville","NC","Buncombe"
"Consummated/Effective",2020-05-20,"Branch Closings","2020-LB-BranchClosing-313345","Capital One, NA","Eldridge","2540 Eldridge Parkway","Houston","TX","Harris"
"Receipt",2020-05-20,"Branch Establishment","2020-SO-BranchNew-314615","First American Natl Bank","First American National bank","105 South Main Street","Amory","MS","Monroe"
"Approved",2020-05-20,"Relocation","2020-LB-Relocation-314293","Bank of America, NA","K Street Office","1801 K STREET, N. W.","WASHINGTON","DC","District of Columbia"
"Consummated/Effective",2020-05-20,"Branch Closings","2020-LB-BranchClosing-313336","Capital One, NA","Kings Highway","1226 KINGS HIGHWAY","BROOKLYN","NY","Kings"
"Approved",2020-05-20,"Relocation","2020-LB-Relocation-314290","Bank of America, NA","Montgomery Village","19226 Montgomery Village Ave","Gaithersburg","MD","Montgomery"
"Consummated/Effective",2020-05-20,"Branch Closings","2020-LB-BranchClosing-313328","Capital One, NA","Westbard","5370 WESTBARD AVENUE","BETHESDA","MD","Montgomery"
"Approved",2020-05-20,"Branch Establishment","2020-LB-BranchNew-314265","Bank of America, NA","Woodmere","27950 Chagrin Blvd","Woodmere","OH","Cuyahoga"
"Receipt",2020-05-21,"Subsidiaries & Equities","2020-LB-Subs&Equities-314642","Huntington NB"," "," "," "," "," "
"Consummated/Effective",2020-05-21,"Subsidiaries & Equities","2020-LB-Subs&Equities-314724","Capital One, NA"," "," "," "," "," "
"Consummated/Effective",2020-05-21,"Subsidiaries & Equities","2020-WE-Subs&Equities-314762","CIT Bank, NA"," "," "," "," "," "
"Consummated/Effective",2020-05-21,"Subsidiaries & Equities","2020-WE-Subs&Equities-314763","CIT Bank, NA"," "," "," "," "," "
"Receipt",2020-05-21,"Relocation","2020-LB-Relocation-314606","Citizens Bank, NA","Beacon","364 MAIN STREET","BEACON","NY","Dutchess"
"Receipt",2020-05-21,"Relocation","2020-LB-Relocation-314611","Citizens Bank, NA","Broad and Erie","3711 Germantown Avenue","Philadelphia","PA","Philadelphia"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-314656","JPMorgan Chase Bank, NA","East Gresham Fred Meyer","2475 SE BURNSIDE RD","GRESHAM","OR","Multnomah"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-313276","U.S. Bank NA","Marceline Office","100 NORTH KANSAS","MARCELINE","MO","Linn"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-313277","U.S. Bank NA","Montgomery City Office","220 NORTH STURGEON","MONTGOMERY CITY","MO","Montgomery"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-313210","JPMorgan Chase Bank, NA","New Milford River Road","830 RIVER RD","NEW MILFORD","NJ","Bergen"
"Receipt",2020-05-21,"Relocation","2020-LB-Relocation-314607","Citizens Bank, NA","North Haven","127 WASHINGTON AVE.","HAMDEN","CT","New Haven"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-313053","JPMorgan Chase Bank, NA","North Salem Fred Meyer","2855 BROADWAY ST NE","SALEM","OR","Marion"
"Consummated/Effective",2020-05-21,"Branch Closings","2019-LB-BranchClosing-312282","JPMorgan Chase Bank, NA","Palm & Shaw Banking Center","5126 NORTH PALM AVENUE","FRESNO","CA","Fresno"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-313078","JPMorgan Chase Bank, NA","Santa Clara Fred Meyer","60 DIVISION AVE","EUGENE","OR","Lane"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-313052","JPMorgan Chase Bank, NA","Tacoma Stevens Fred Meyer","4505 S 19TH ST, SUITE C","TACOMA","WA","Pierce"
"Consummated/Effective",2020-05-21,"Branch Closings","2020-LB-BranchClosing-313206","JPMorgan Chase Bank, NA","Tumwater Fred Meyer","555 TROSPER RD SW, STE A","TUMWATER","WA","Thurston"
"Receipt",2020-05-21,"Branch Establishment","2020-LB-BranchNew-314600","JPMorgan Chase Bank, NA","University and Lorraine","SEC University Parkway and Lorraine Road","Lakewood Ranch","FL","Sarasota"
"Receipt",2020-05-22,"Relocation","2020-CE-Relocation-314655","First NB of Le Center"," "," "," "," "," "
"Receipt",2020-05-22,"Subsidiaries & Equities","2020-LB-Subs&Equities-314643","Capital One, NA"," "," "," "," "," "
"Receipt",2020-05-22,"Subsidiaries & Equities","2020-LB-Subs&Equities-314645","Capital One, NA"," "," "," "," "," "
"Consummated/Effective",2020-05-22,"Terminations","2020-CE-Termination-313608","Central FS & LA of Rolla"," "," "," "," "," "
"Receipt",2020-05-22,"Branch Closings","2020-LB-BranchClosing-313709","PNC Bank NA","13 Mile/Woodward","30701 WOODWARD AVENUE","ROYAL OAK","MI","Oakland"
